rssi,signal,mac,location
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
29,-67,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
33,-63,fc:ec:da:37:79:6a,Office
33,-63,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
33,-63,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
29,-67,fc:ec:da:37:79:6a,Office
29,-67,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
32,-64,fc:ec:da:37:79:6a,Office
33,-63,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
31,-65,fc:ec:da:37:79:6a,Office
43,-53,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
33,-63,fc:ec:da:37:79:6a,Bedroom
34,-62,fc:ec:da:37:79:6a,Bedroom
34,-62,fc:ec:da:37:79:6a,Bedroom
44,-52,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
40,-56,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
38,-58,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
30,-66,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
39,-57,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
30,-66,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
28,-68,fc:ec:da:37:79:6a,Bedroom
28,-68,fc:ec:da:37:79:6a,Bedroom
28,-68,fc:ec:da:37:79:6a,Bedroom
29,-67,fc:ec:da:37:79:6a,Bedroom
29,-67,fc:ec:da:37:79:6a,Bedroom
30,-66,fc:ec:da:37:79:6a,Bedroom
30,-66,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
37,-59,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
33,-63,fc:ec:da:37:79:6a,Bedroom
33,-63,fc:ec:da:37:79:6a,Bedroom
34,-62,fc:ec:da:37:79:6a,Bedroom
34,-62,fc:ec:da:37:79:6a,Bedroom
29,-67,fc:ec:da:37:79:6a,Bedroom
28,-68,fc:ec:da:37:79:6a,Bedroom
28,-68,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
30,-66,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
34,-62,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
36,-60,fc:ec:da:37:79:6a,Bedroom
35,-61,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
31,-65,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
33,-63,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
33,-63,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
32,-64,fc:ec:da:37:79:6a,Bedroom
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
41,-55,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
32,-64,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
40,-56,78:8a:20:80:45:b6,Kitchen
39,-57,78:8a:20:80:45:b6,Kitchen
